cycle,SoHQ,CE,LAM_PE_pattern_score,contact_loss_score,LLI_pattern_score,interface_R_score,solid_diffusion_score,PE_side_score,NE_side_score,shared_side_score,dominant_electrode,dominance_margin,electrode_confidence,PE_top_modes,NE_top_modes,shared_top_modes,electrode_narrative,fade_exponent_b,knee_cycle_bw,eta_argmax_SOC,mech_vs_chem_ratio,PER
210,87.96063943330888,118.72457045030407,0.3094994809570859,0.6002321197085186,0.41824021276003814,0.0,,0.47914963666996013,0.4630196266531059,0.10456005319000954,mixed,0.016130010016854213,0.49758201402359586,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.48, NE=0.46, Δ=0.02). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
212,92.71198492856942,116.26388052048837,0.1449191522977137,0.2996742700570551,0.3124263710606497,0.051896080107445834,0.0,0.2514434066083996,0.2954862747542243,0.0728644902336191,mixed,0.0440428681458247,0.5366600154041545,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.25, NE=0.30, Δ=0.04). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,0.0,,
213,92.6921511830026,111.25791504809439,0.13386147766909623,0.30416957380000875,0.3122356028908002,0.0472120287070804,0.0,0.24370303436836738,0.29863298737429184,0.07188952631957612,mixed,0.05492995300592446,0.5519019342082943,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.24, NE=0.30, Δ=0.05). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,0.0,,
220,87.54407260480514,118.18973731191862,0.30952380952380737,0.6568666948442249,0.415763868636755,0.0,,0.42916666666666514,0.5026638292481003,0.10394096715918875,mixed,0.07349716258143513,0.5778960276140092,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.43, NE=0.50, Δ=0.07). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
230,87.06500454708006,118.95298212282732,0.30952380952380815,0.6669680605424259,0.40845719014462406,0.0025688006398214423,,0.37916666666666565,0.5097347852368409,0.10275649769611138,NE,0.13056811857017525,0.6577953659982454,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.38). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
240,86.56959026971954,118.3156881551351,0.3095238095238061,0.6578008724189618,0.4133210657640546,0.0018592720490451938,,0.4416666666666642,0.4604606106932732,0.10379508445327494,mixed,0.018793944026609,0.5013115216372526,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.44, NE=0.46, Δ=0.02). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
250,86.08606377435623,119.07650716689524,0.3095238095238044,0.6681466884264115,0.42022216716271754,0.015885821576991702,,0.3791666666666631,0.5105598247556308,0.10902699718492731,NE,0.13139315808896768,0.6589504213245547,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.38). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
260,85.60700264182167,119.88014160068951,0.3095238095238067,0.6680125522575977,0.41437982205469615,0.01653867646100733,,0.4291666666666647,0.5104659294374612,0.10772962462892587,NE,0.08129926277079647,0.588818967879115,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.43). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
270,85.15771013313262,119.27891029504856,0.3095238095238066,0.6690659979384467,0.4301219786286236,0.009883569524010368,,0.4291666666666646,0.5112033414140554,0.1100013870381585,NE,0.08203667474739085,0.5898513446463471,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.43). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
280,84.63253138704087,120.01998734292083,0.30952380952380687,0.6686625560122161,0.45041602317233775,0.01242101743604868,,0.4291666666666648,0.5109209320656941,0.11570926015209661,NE,0.0817542653990293,0.5894559715586409,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.43). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
290,84.12818361394666,119.34632996089849,0.30952380952380776,0.6836089532899914,0.5060776019988389,0.022087180042284,,0.32916666666666544,0.5213834101601368,0.13204119551028073,NE,0.19221674349347134,0.7441034408908598,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.52 > PE=0.33). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
300,83.57621130584438,120.05619199225809,0.30952380952380704,0.6582273077089216,0.45731929828237766,0.019337160912381225,,0.3791666666666649,0.503616258253388,0.11916411479868973,NE,0.12444959158672309,0.6492294282214123,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.50 > PE=0.38). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
310,82.95433196980949,120.69628327964526,0.3095238095238082,0.6637116914394403,0.505818852712357,0.019682299243767232,,0.37916666666666576,0.507455326864751,0.13137528798903106,NE,0.12828866019808527,0.6546041242773193,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.38). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
317,88.82398908146766,120.37346114891369,0.3094789525849198,0.5338130889294661,0.3526512738054125,0.10419565498738448,0.0,0.4291352668094439,0.45938344796491193,0.0913693857585594,mixed,0.030248181155468012,0.5610974536176552,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.43, NE=0.46, Δ=0.03). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,0.0,,
318,89.00847615615362,112.47748324851703,0.30952380952380953,0.5625681948234472,0.35944138625301636,0.11053576052354082,0.0,0.37916666666666665,0.4795120220906987,0.09399542935531144,NE,0.10034535542403206,0.6592334975936449,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.48 > PE=0.38). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,0.0,,
330,81.95009209118315,120.81622260133767,0.3095238095238086,0.6801088813593468,0.5444745283690177,0.027006124591480715,,0.329166666666666,0.5189333598086856,0.14287016324012458,NE,0.1897666931420196,0.7406733703988274,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.52 > PE=0.33). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
340,81.11396675188344,121.17263311222104,0.3095238095238085,0.6453303802008793,0.5229752097996659,0.004513850845158853,,0.3291666666666659,0.49458840899775836,0.1318722651612062,NE,0.16542174233109247,0.7065904392635294,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.49 > PE=0.33). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
350,80.26299103409437,121.51921816727287,0.30952380952380887,0.6262278317923988,0.5390719936825387,0.0,,0.3791666666666662,0.481216625111822,0.13476799842063467,NE,0.1020499584451558,0.6178699418232181,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.48 > PE=0.38). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
360,79.31825793232093,105.63650281993462,0.21621621621621623,0.5748430400985691,0.5512520395043596,0.25924654194823205,,0.26385135135135135,0.5052472709261412,0.20262464536314792,NE,0.24139591957478984,0.9004542874047057,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.51 > PE=0.26). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
370,78.33336426585086,122.66615428553978,0.30952166190431396,0.560104934928636,0.5540854618591204,0.0,,0.4291651633330198,0.434930597307188,0.1385213654647801,mixed,0.0057654339741682326,0.4830716075638355,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.43, NE=0.43, Δ=0.01). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
380,77.26216749044114,121.94273590088136,0.21621621621621623,0.523082141145921,0.5523756233107563,0.0,,0.26385135135135135,0.4090146416592875,0.13809390582768907,NE,0.14516329030793618,0.6782286064311106,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","NE-side hypothesis dominates (NE=0.41 > PE=0.26). For ASSB Si-rich, contact_loss is treated as NE-driven. Top NE modes: contact_loss.",,,,,
390,76.13299579031519,123.60931492691469,0.3095226075677525,0.5142957414349201,0.5449426134438226,0.0,,0.42916582529742675,0.4028641618615869,0.13623565336095564,mixed,0.02630166343583984,0.5118223288101758,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.43, NE=0.40, Δ=0.03). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
400,75.07817432034103,123.69408077206413,0.3095237190143851,0.5084937397070154,0.5139036141127221,0.0,,0.49166660331006956,0.35594561779491074,0.12847590352818053,PE,0.13572098551515882,0.6650093797212223,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.49 > NE=0.36). Top PE modes: LAM_PE.,,,,,
410,74.10071553838232,123.91042775608774,0.30952368115211004,0.4570332557923931,0.5128797193299149,0.0,,0.4916665768064771,0.31992327905467516,0.12821992983247874,PE,0.17174329775180192,0.7154406168525227,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.49 > NE=0.32). Top PE modes: LAM_PE.,,,,,
420,73.19019980282597,124.24257542810923,0.30952378355892474,0.4764162367103475,0.48804337193290676,0.0,,0.4916666484912473,0.33349136569724325,0.12201084298322669,PE,0.15817528279400406,0.6964453959116057,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.49 > NE=0.33). Top PE modes: LAM_PE.,,,,,
422,79.50172700400469,123.70823030221135,0.30952205875381816,0.6054621970408053,0.41686753229793877,0.08710307940975749,0.0,0.5291654411276727,0.46668068078570657,0.10079412234153926,mixed,0.06248476034196615,0.5624786644787525,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.53, NE=0.47, Δ=0.06). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,0.0,,
423,80.26542593107109,116.2772208491989,0.30951452691268244,0.6271085566930146,0.39290792182361317,0.08967993600905332,0.0,0.46666016883887773,0.5246902753993958,0.0965175715665333,mixed,0.0580301065605181,0.5562421491847254,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.47, NE=0.52, Δ=0.06). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,0.0,,
430,73.7481222345983,124.78592035172169,0.30952355007743226,0.5105352045797841,0.5175054742802885,0.0,,0.49166648505420263,0.35737464320584883,0.12937636857007212,PE,0.1342918418483538,0.6630085785876954,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.49 > NE=0.36). Top PE modes: LAM_PE.,,,,,
440,72.3332407204525,124.67865685644483,0.30952348622738396,0.4831529202685354,0.46891181769508006,0.0,,0.4291664403591688,0.33820704418797476,0.11722795442377001,PE,0.09095939617119403,0.5585931546396716,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.43 > NE=0.34). Top PE modes: LAM_PE.,,,,,
450,71.39746050494611,124.99085283665356,0.30952380952380953,0.4743280954052408,0.4303315672094923,0.0,,0.37916666666666665,0.3320296667836685,0.10758289180237307,mixed,0.04713699988299813,0.4972417998361973,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.38, NE=0.33, Δ=0.05). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
460,70.60448602759716,125.55951331942923,0.3095237750350426,0.4815507865388618,0.3947394617842879,0.0,,0.42916664252452985,0.33708555057720324,0.09868486544607198,PE,0.09208109194732661,0.5601635287262572,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.43 > NE=0.34). Top PE modes: LAM_PE.,,,,,
470,69.9037509324769,126.31049939145483,0.30952379225421756,0.48080260102129324,0.3689772851601155,0.0,,0.3791666545779523,0.33656182071490526,0.09224432129002888,mixed,0.04260483386304703,0.4908967674082658,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.38, NE=0.34, Δ=0.04). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
480,69.26104616359682,125.20223124994772,0.30952380952380953,0.4788538753896843,0.36854029407334205,0.0,,0.4291666666666667,0.335197712772779,0.09213507351833551,PE,0.09396895389388771,0.5628065354514427,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.43 > NE=0.34). Top PE modes: LAM_PE.,,,,,
490,68.64957954398452,126.10065904448777,0.30952380952380953,0.4785712415227785,0.36855531156616,0.0,,0.37916666666666665,0.3349998690659449,0.09213882789154,mixed,0.04416679760072173,0.49308351664101036,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.38, NE=0.33, Δ=0.04). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
500,68.08869451572004,127.13451983211883,0.30952377975585926,0.47770592344597934,0.36819074412372094,0.0,,0.42916664582910147,0.3343941464121855,0.09204768603093023,PE,0.09477249941691596,0.5639314991836823,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.43 > NE=0.33). Top PE modes: LAM_PE.,,,,,
510,67.56498806512671,126.20512829799928,0.30952380952380953,0.4752617739966722,0.36818539363906805,0.0,,0.4291666666666667,0.3326832417976705,0.09204634840976701,PE,0.09648342486899619,0.5663267948165946,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort",PE-side hypothesis dominates (PE=0.43 > NE=0.33). Top PE modes: LAM_PE.,,,,,
520,67.06361396882944,127.35267182447086,0.30952379385754836,0.516865669149658,0.36748021900625666,0.0,,0.32916665570028386,0.3618059684047606,0.09187005475156416,mixed,0.03263931270447673,0.4769450377862674,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.33, NE=0.36, Δ=0.03). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
527,72.1938643366263,125.0747852149909,0.30952357250163803,0.6294105776393759,0.3692615994241677,0.1152034782394171,0.0,0.4291665007511466,0.483444547204706,0.09689301553271697,mixed,0.05427804645355938,0.550989265034983,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.43, NE=0.48, Δ=0.05). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,0.0,,
528,72.69968994537132,118.60721386326713,0.30952326653821866,0.6500624021873634,0.3667732928533324,0.11316557195324828,0.0,0.47916628657675303,0.4550436815311544,0.09598777296131614,mixed,0.024122605045598655,0.4650216470638381,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.48, NE=0.46, Δ=0.02). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
540,66.68722017036522,126.68636448551412,0.30952380952380953,0.47962887587578074,0.36661163978043765,0.0,,0.37916666666666665,0.33574021311304647,0.09165290994510941,mixed,0.04342645355362018,0.4920470349750682,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.38, NE=0.34, Δ=0.04). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
550,66.08020921831496,127.66292492247379,0.30952380952380953,0.46492367125429696,0.36470708727206164,0.0,,0.37916666666666665,0.32544656987800785,0.09117677181801541,mixed,0.0537200967886588,0.5064581355041222,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.38, NE=0.33, Δ=0.05). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
560,65.59669241821835,128.92592629594347,0.30952380583793826,0.530792991637743,0.3158587339771394,0.0,,0.32916666408655676,0.3715550941464201,0.07896468349428486,mixed,0.042388430059863313,0.4905938020838086,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.33, NE=0.37, Δ=0.04). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
561,65.5580138442868,128.85085669084418,0.30952380593838985,0.5198199432303449,0.3651941743890811,0.0,,0.32916666415687285,0.36387396026124136,0.09129854359727027,mixed,0.03470729610436851,0.4798402145461159,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.33, NE=0.36, Δ=0.03). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
562,65.5089142437041,128.7557700132067,0.30952380381539235,0.538897219805322,0.33260068899385886,0.0,,0.3291666626707746,0.3772280538637254,0.08315017224846472,mixed,0.048061391192950775,0.49853594767013104,LAM_PE,contact_loss,"LLI,interface_R,SE_decomposition,microshort","Mixed PE/NE signals (PE=0.33, NE=0.38, Δ=0.05). Both electrodes likely contribute; need aged half-cell to separate amounts.",,,,,
